"","TCGA-GD-A3OP-11A-11R-A220-07","TCGA-BT-A20U-01A-11R-A14Y-07","TCGA-GD-A3OQ-11A-21R-A220-07","TCGA-BL-A13J-01A-11R-A277-07","TCGA-K4-A5RI-11A-11R-A28M-07","TCGA-GC-A6I3-01A-11R-A31N-07","TCGA-BL-A13J-01B-04R-A277-07","TCGA-K4-A54R-01A-11R-A26T-07","TCGA-BT-A20Q-01A-11R-A14Y-07","TCGA-BT-A20N-01A-11R-A14Y-07","TCGA-K4-A3WV-11A-21R-A22U-07","TCGA-BT-A2LA-01A-11R-A18C-07","TCGA-BT-A20R-11A-11R-A16R-07","TCGA-GC-A3BM-01A-11R-A22U-07","TCGA-BT-A2LA-11A-11R-A18C-07","TCGA-BT-A20W-11A-11R-A14Y-07","TCGA-BL-A13J-01A-11R-A10U-07","TCGA-BT-A20W-01A-21R-A14Y-07","TCGA-GD-A3OQ-01A-32R-A220-07","TCGA-BT-A20Q-11A-11R-A14Y-07","TCGA-BT-A20R-01A-12R-A16R-07","TCGA-CU-A0YR-01A-12R-A10U-07","TCGA-BT-A2LB-11A-11R-A18C-07","TCGA-GC-A6I3-11A-11R-A31N-07","TCGA-BT-A20U-11A-11R-A14Y-07","TCGA-K4-A5RI-01A-11R-A28M-07","TCGA-GC-A3WC-01A-31R-A22U-07","TCGA-GD-A2C5-11A-11R-A180-07","TCGA-CU-A0YN-01A-21R-A10U-07","TCGA-GC-A3BM-11A-11R-A22U-07","TCGA-CU-A0YN-11A-11R-A10U-07","TCGA-GD-A3OP-01A-21R-A220-07","TCGA-K4-A54R-11A-11R-A26T-07","TCGA-BT-A2LB-01A-11R-A18C-07","TCGA-GC-A3WC-11A-11R-A22U-07","TCGA-GD-A2C5-01A-12R-A180-07","TCGA-BT-A20N-11A-11R-A14Y-07","TCGA-K4-A3WV-01A-11R-A22U-07","TCGA-CU-A0YR-11A-13R-A10U-07","TCGA-BL-A13J-11A-13R-A10U-07"
"L1HS_intergenic_8__91520161_91521376",0,0,0,0,0,0,0,0,0,0,0,0.0255346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__91521378_91521932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__91522092_91528121",0,0,0.00319461,0.00124036,0,0,0.0089416,0,0.0228141,0,0,0.00651196,0.00264018,0.0221277,0,0.0119514,0,0,0.006007,0,0,0.00371023,0,0,0,0.00656268,0,0,0,0,0,0,0,0.230159,0,0.00616779,0,0,0,0
"L1HS_intron_8__95370055_95370881",0,0,0,0,0,0,0,0,0,0,0,0.0230724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__95370881_95371360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__96898577_96898789",0,0,0,0,0,0.429891,0,0,0,0,0,0,0,0,0,0,0,0.551763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__99178160_99178312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__99220788_99221372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__104739852_104745873",0,0,0.00272559,0.00573897,0.0723127,0.00255388,0.00702179,0,0,0.00674944,0.165294,0.0118848,0,0.0510953,0,0.0101722,0.0159787,0.0185402,0,0,0,0.00486628,0,0,0,0.00797033,0,0.0111691,0.104388,0,0,0,0,0.00263615,0,0.00543518,0,0,0.229973,0
"L1HS_intergenic_8__104958631_104959016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__104959063_104964830",0,0,0,0,0,0.00795675,0,0,0,0,0,0,0.00274892,0,0,0,0,0,0,0,0,0.00383422,0,0,0,0,0.0034102,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__113059996_113060441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__113451491_113452122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650018,0,0,0,0,0,0
"L1HS_intergenic_8__113452123_113452532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__121329879_121334807",0.00314278,0.0379246,0,0.00870612,0,0.0390701,0.0120378,0,0,0.0406366,0,0.0302171,0,0.160742,0.00717959,0.0103649,0.032452,0.064619,0.0107489,0,0,0.0191411,0,0.0130764,0.0959073,0.028562,0,0.0343128,0,0.00695739,0,0,0,0.0322833,0,0.0950846,0,0.0180118,0,0
"L1HS_intergenic_8__122296511_122298299",0,0,0,0,0,0,0.0110892,0.029805,0.0126677,0,0,0,0,0,0,0,0,0,0.0523249,0,0,0,0.00917977,0,0,0,0.0117906,0,0,0,0,0,0.0306279,0,0,0,0,0.0394142,0,0
"L1HS_intergenic_8__125582887_125588889",0,0,0,0.0138333,0,0,0.0015337,0,0,0,0,0,0,0.0101486,0,0.0209748,0.827576,0.0130512,0,0,0,0,0,0,0,0,0,0,0.00325562,0,0,0.00237505,0,0,0,0,0,0.00821439,0,0
"L1HS_intergenic_8__125669141_125669462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__127311576_127315431",0,0.0932065,0,0.0141363,0.00142253,0.0506775,0,0,0,0.171242,0,0.0372124,0,0.127271,0,0.00145072,0.0814376,0.00870769,0,0,0,0.180957,0,0.0270277,0.0134372,0.138362,0.163278,0,0,0,0,0.00123818,0.00867375,0.0089335,0.00551427,0,0,0.040055,0,0
"L1HS_intron_8__128453003_128459020",0,0,0,0.00130454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__131373207_131373611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200688,0,0
"L1HS_intergenic_8__131373611_131373741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_8__132660227_132660358",0,0,0,0,0,0,0.553731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__134070757_134076773",0,0,0,0.0111012,0,0,0,0,0,0,0,0,0,0.0193968,0,0,0.00572384,0,0,0,0,0,0,0,0,0.161007,0,0,0,0.00387022,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__134416183_134416714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__134416713_134417584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__135875863_135881890",0,0.00783959,0,0,0.00295853,0,0.00566332,0,0,0,0,0.382721,0,1.00524,0,0,0.0115086,0,0,0,0,0.00913424,0,0,0,0.0152881,0,0.223258,0,0,0,0,0,0,0.00687393,0,0,0,0,0
"L1HS_intergenic_8__135954553_135955454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__136438075_136444105",0.00245537,0.00609209,0,0.00134452,0,0,0.00347189,4.59597e-07,0,0,0,0,0,0.00556052,0,0,0.486796,0.00619757,0,0,0.00991886,0,0,0,0.156867,0.00664098,0.00422455,0.00806579,0.00311263,0,0,0.0574965,0,0.0112001,0,0,0,0.00363263,0,0
"L1HS_intergenic_8__137242315_137244157",0,0,0,0,0,0.0198306,0.0359146,0,0,0,0,0,0,0.0117522,0,0,0,0,0,0,0,0.00853258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__137244158_137244284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_8__137244285_137246729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00708241,0,0,0,0,0,0.0107754,0,0,0,0,0,0,0
"L1HS_intergenic_9__1338048_1338982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__2515634_2521964",0,0,0,0.0158884,0,0,0.00266314,0,0.00328491,0,0,0,0,0.00314657,0,0,0,0,0,0,0.00482504,0,0,0,0,0,0,0,0,0.00366515,0,0,0,0,0,0,0,0,0,0.00555733
"L1HS_intron_9__3398852_3398947",0,0,0,0,0.799203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6383,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__5239799_5241054",0,0,0,0,0,0,0.00274502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__5241050_5243281",0,0,0,0,0,0,0,0,0,0.0104651,0,0,0,0,0,0,0,0,0,0,0.00729676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__7863205_7867520",0,0,0.00528488,0,0,0.0117323,0,0,0,0,0.00514189,0,0,0,0,0,0,0,0.00423412,0,0,0,0,0.00383588,0,0,0.0834537,0,0,0,0,0.00355433,0,0,0,0,0,0,0,0
"L1HS_intron_9__10136558_10137714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757253,0,0,0,0,0,0,0,0,0,0.0151789,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__12556931_12558893",0,0,0,0,0,0,0.00546426,0,0,0,0,0,0,0.0259015,0,0.0204187,0,0.0034387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102046,0,0,0,0
"L1HS_intergenic_9__12558892_12559649",0,0,0.0206622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123214,0,0,0.0125677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259788,0,0
"L1HS_intron_9__15950013_15951371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00904325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__16465819_16467844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__17780483_17781528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__19584627_19584705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__20655633_20658802",0.0444591,0.0111891,0.110676,0.120067,0.00611114,0.0440554,0.0591659,0.436932,0.0484564,0.066894,0.0366946,0.108442,0.0375996,0.0877102,0.0282998,0.0380536,0.0884134,0.0490359,0.154766,0.0274404,0.131587,0.0819372,0.0158818,0.0990589,0.0280755,0.0452987,0,0.0405625,0.159585,0.0717118,0.0581774,0.124809,0.0570872,0.124922,0.0645174,0.0430581,0.0268987,0.108996,0.0134917,0.0231715
"L1HS_intergenic_9__22569613_22570985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__28111896_28117865",0,0.00569948,0.00277803,0,0,0,0,0,0,0.00503348,0,0,0,0.00799669,0,0,0,0,0,0,0.5095,0,0,0,0.00379472,0.00281068,0,0.00171174,0,0,0,0,0,0.00242614,0,0,0,0.0020952,0,0
"L1HS_intergenic_9__38890826_38890865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__40016758_40017024",0,0,0,0,0,0,0,0,0,0.20291,0,0,0,0,0,0,0.112551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_exon_9__41007187_41007588",0.309832,0.489468,0.666032,0.287027,0.644787,0.0751839,0.297475,0,0.194344,0,0.910856,0.541674,0.113115,0.772685,0.630138,0.188325,0.292562,0.299076,0.450877,0,0.751214,0.79837,0.205742,0,0.306641,0.0893704,0.563015,0.561513,0.717,0.354118,0.0250912,0.655496,0.316305,0,0.234275,0.102445,0.210329,0.254693,0.711689,0.106313
"L1HS_intergenic_9__62115236_62115275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__63844232_63844631",0,0,0.0806848,0,0,0,0,0.283466,0,0.24419,0,1.09305,0.0635512,0,0,0,0,0,0,0,0.423912,0,0.104524,0,0,0,0,0.397031,0,0,0,0,0,0.0725545,0.207829,0.543441,0,0,0.11863,0
"L1HS_intergenic_9__63913383_63916426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445821,0,0,0,0,0,0,0,0,0,0,0,0,0.0185793,0,0,0,0
"L1HS_intergenic_9__67473112_67473151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__70432465_70433353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__72921524_72921710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__73764933_73766412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__73795962_73796354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__77398831_77399209",0,0,0,0,0,0,0,0.137086,0.0832199,0.133044,0.0926802,0.0521789,0,0,0.078344,0,0.317827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351231,0,0,0,0
"L1HS_intergenic_9__80250857_80251184",0,0,0,0,0,0,0.0432029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105231,0,0,0,0.0945377,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__80251185_80251892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294766,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__83049540_83055571",0.0157811,0.0185569,0.0124046,0.0476681,0.115092,0.204747,0.0470152,0,0.00542522,0.0135222,0,0,0,0.00439047,0.109594,0,0,0,0.00800779,0,0.00399089,0.00479379,0.00298055,0.409315,0.00598873,0,0.00493873,0,0.00487946,0.0187113,0,0.0107428,0.0264831,0.00292721,0,0,0.00505324,0,0,0
"L1HS_intron_9__83450358_83450491",0,0,0,0.360972,0,0.398008,0.571453,0,0,0,0,0,0,1.05522,0,0,0,0,0,0,0,0,0,0,0,1.34318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__88759728_88760321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__88761032_88762670",0,0,0,0,0,0,0,0,0,0,0.015666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__90149605_90155634",0,0.0041347,0.00539897,0.00400638,0,0,0.0141204,0,0,0.0858018,0,0.1376,0,0,5.18744e-10,0.0047304,0,0.00434656,0,0,0.0205523,0.00380638,0,0,0,0.0233288,0,0,0,0,0,0.00493501,0,0.00353411,0,0.06345,0,0,0,0
"L1HS_intergenic_9__94113536_94119565",0,0.0131738,0.0180706,0.0150389,0,0.00253909,0.0368055,0.00415913,0,0.00964155,0,0,0.00661494,0.0148924,0,0,0,0.0271839,0.00287966,0.02008,0.0577274,0.015173,0.00505294,0,0.0140942,0.0164313,0.0104102,0.267792,0,0.128367,0,0.00944663,0,0.00260558,0.0122019,0,0,0,0.0119925,0.00612577
"L1HS_intron_9__95697586_95703604",0,0,0,0.00158727,0,0,0,0,0,0,0,0,0,0.52644,0,0,0.00585154,0,0,0,0.217004,0,0,0,0.00326897,0,0.081907,0,0,0.00116172,0,0,0,0,0,0,0,0.157896,0,0
"L1HS_intergenic_9__99498742_99500000",0,0.0315269,0.0237814,0.0218793,0,0.030441,0.0640717,0,0,0,0.0187615,0.0113795,0,0.0197332,0,0,0,0.031959,0.0112094,0,0,0,0,0,0,0,0.0359624,0,0,0,0,0.0278507,0.0226706,0,0,0.0152671,0,0.0695587,0,0
"L1HS_intron_9__99853328_99855199",0,0,0,0.0107024,0,0,0,0,0,0,0,0.0415301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__100983202_100985104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__100985104_100987008",0,0,0,0,0,0,0,0,0,0,0.0119571,0,0,0,0.00806709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__101681702_101682445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010392,0,0,0,0,0,0,0,0,0,0,0,0.039573,0,0,0,0,0,0
"L1HS_intergenic_9__102400269_102400388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__103022219_103022505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__103237486_103241471",0,0,0,0,0,0,0,0,0,0,0,0.00477259,0,0.00647283,0,0,0,0,0.0105849,0,0,0,0,0,0,0,0.0104416,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__103739436_103740245",0,0,0,0.00977371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__103859846_103860079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_9__110417103_110423126",0.042837,0,0,0,0,0,0,0.185456,0,0.0062936,0,0,0,0.00876441,0,0,0.00481564,0,0,0,0,0,0,0,0.0142426,0,0,0.00578405,0,0,0,0.0545142,0,0,0,0,0,0,0,0
"L1HS_intron_9__110791098_110797129",0,0,0,0,0,0,0,0,0.134465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289879,0,0.0936592,0.0398731,0,0,0,0,0,0.862842,0,0,0,0,0,0
"L1HS_intron_9__112798108_112804159",0,0.00724503,0.0338964,0.0150964,5.25808e-08,0,0.000741372,0,0,0,0.00545687,0.00592104,0,0.00294138,0.00448252,0,0.00782075,0,0.0408241,0,0.0120336,0.00731396,0.00105174,0,0.0165946,0.00282594,0,0,0.000615587,0.0122404,0,0,0,0,0,0,0,0,0.00327396,0
"L1HS_intron_9__117198082_117200083",0,0,0,0.00367492,0,0,0.00411428,0,0,0.0154537,0.0111632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115398,0,0
"L1HS_intron_9__117200270_117204208",0,0,0.00841988,0.0017444,0,0,0.0169289,0,0.00539632,0.0591449,0.00537477,0,0,0,0.00254178,0,0,0,0,0,0,0,0,0,0.00652223,0,0,0,0,0,0,0,0.00642166,0.0118732,0,0,0,0.01117,0,0
"L1HS_intron_9__132526541_132529519",0,0,0,0.0218889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_9__138183925_138186474",0,0,0.00667146,0,0,0,0.00332959,0,0,0,0,0,0,0,0,0.00770059,0.0140065,0.021918,0,0,0.00628691,0,0.0062252,0,0,0,0,0,0,0,0,0,0,0,0,0.056095,0,0,0,0
"L1HS_intron_10__449596_449794",0,0,0,0,0,0.498321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270471,0,0,0,0.14719,0,0
"L1HS_intron_10__5245355_5251383",0,0,0,0.0019689,0,0,0,0,0,0,0,0.00246933,0,0.0112273,0,0,0,0,0,0,0.0171083,0,0,0.0033997,0.105948,0,0,0,0.256357,0,0,0,0,0,0,0.369118,0,0,0,0
"L1HS_intergenic_10__6369618_6375667",0,0,0.00409413,0.00232128,0,0,0.00599625,0,0.0997737,0.00493644,0.23962,0,0,0,0.0580544,0.258946,1.10801,0,0,0,0,0,3.0221e-11,0,0.00457956,0,0.12568,0,0,0,0,0,0,0,0,0.414826,0,0,0,0
"L1HS_intergenic_10__10181966_10183924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014664,0
"L1HS_intergenic_10__13217376_13218700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__19088540_19088569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__19088602_19094618",0.271538,0,0,0,0,0,0.0014914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209127,0,0,0,0,0,0
"L1HS_intron_10__19160977_19161515",0,0,0,0,0,0,0,0,0,0,0,0.0171897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__25368697_25371378",0,0,0,0,0,0,0.0169174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__29423270_29423768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__30961173_30961250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__32640877_32641000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_10__33510846_33516876",0,0,0.190236,0.19871,0,0.323941,0.00156845,0,0,0,1.9214e-07,0.00202442,0,0.0938784,0.00240539,0,0.00739863,0,0.00880663,0,0.00572218,0,0.00257411,0,0,0,0,0.00816806,0,0,0,0,0,0.00260013,0,0,0,0,0.00440354,0
"L1HS_intron_10__37524211_37524251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_10__37995444_38000000",0,0,0,0.0492094,0,0.0142746,0.062139,0,0,0,0,0,0,0.148607,0.00627035,0,0.0504744,0,0.00384054,0,0.118038,0.00490845,0,0.00357546,0,0.00436752,0.00584684,0.0202784,0,0.0162537,0,0.0244844,0,0.00693708,0,0.0139875,0,0.00495631,0,0
"L1HS_intron_10__38262945_38264456",0,0,0,0,0,0,0,0,0.013733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__38264455_38265664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00455146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_10__39024058_39025252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_10__39508153_39514160",0,0,0,0.00373114,0.00299565,0,0.00444783,0.00417712,0,0,0,0.00252552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537631,0.0041535,0,0,0,0,0,0,0.230667,0,0.00263809,0,0,0,0
"L1HS_intergenic_10__39602478_39602699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_10__39607452_39608280",0,0.0333398,0,0.00978472,0,0,0.0276152,0,0,0.00157882,0,0,0,0,0,0,0.0533156,0,0.0295103,0,0.0241159,0,0.0239746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_10__44222136_44223428",0,0,0,0.00575304,0,0,0,0,0,0,0,0.0266312,0,0.0124267,0.00974344,0,0,0,0,0,0.0710021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_10__51679725_51679909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
